Rank,Currency_Name,Price,Hour Change,Day Change,Week Change,Market_Capital,Volume,Circulating_Supply
6237,"SmartNFT
SMARTNFT
Buy",$0.00001700,0.01%,0.01%,0.04%,--,"$24
1.38M SMARTNFT",0 SMARTNFT
6238,"Candylad
CANDYLAD
Buy",$0.0171418,0.11%,0.60%,9.96%,--,"$24
16.63E CANDYLAD",--
6239,"Hare Token
HARE
Buy",$0.0162917,0.06%,0.30%,2.33%,--,"$23
794.27P HARE",0 HARE
6240,"HedgeTrade
HEDG
Buy",$0.009292,0.25%,0.91%,3.33%,"$3,309,909","$23
2.37K HEDG",348.73M HEDG
6241,"Structure finance
STF
Buy",$0.0003050,0.01%,0.02%,0.01%,"$4,336","$23
75.59K STF",14.21M STF
6242,"Restake Finance
RSTK
Buy",$0.005672,0.52%,1.23%,43.53%,"$104,026","$23
3.97K RSTK",18.33M RSTK
6243,"Pi Network Doge
PIDOGE
Buy",$0.0122686,1.22%,0.05%,23.67%,"$11,468","$23
83.93T PIDOGE",42.69P PIDOGE
6244,"noderzz by Virtuals
NODE
Buy",$0.0002242,1.05%,7.17%,12.69%,"$242,154","$512
2.11M NODE",1B NODE
6245,"Crazy Bunny
CRAZYBUNNY
Buy",$0.0191498,49.82%,25.09%,25.09%,--,"$10
464.35E CRAZYBUNNY",--
6246,"PARMA Fan Token
PARMA
Buy",$0.02070,0.00%,0.01%,88.26%,"$20,704","$21
1.01K PARMA",1M PARMA
6247,"Green Universe Coin
GUC
Buy",$0.058571,0.00%,0.01%,18.34%,"$17,144","$21
2.44M GUC",2B GUC
6248,"Donald Trump Jr.
$DTJR
Buy",$0.00005358,0.57%,2.09%,3.07%,"$53,588","$21
385.29K $DTJR",999.98M $DTJR
6249,"Metaverse Convergence
META
Buy",$0.00002880,0.02%,13.26%,19.99%,"$686,848","$132
4.02M META",21B META
6250,"GGEBI
GGB
Buy",$0.008019,0.01%,3.13%,25.70%,"$802,017","$20
2.50K GGB",100.01M GGB
6251,"Beauty Bakery Linked Operation Transaction Technology
LOTT
Buy",$0.004489,0.01%,0.01%,0.93%,--,"$20
4.48K LOTT",0 LOTT
6252,"TNC Coin
TNC
Buy",$0.0002798,0.01%,0.01%,0.04%,"$1,637,514","$20
71.28K TNC",5.85B TNC
6253,"Cryptostone
CPS
Buy",$0.051673,0.00%,1.06%,6.94%,"$15,843","$20
11.75M CPS",9.47B CPS
6254,"PAW PATROL INU
PAW
Buy",$0.0121385,0.00%,0.49%,2.20%,"$14,038","$20
139.49T PAW",99.9P PAW
6255,"Peace Network
PC
Buy",$0.01700,0.00%,10.52%,31.98%,"$84,168","$19
1.13K PC",4.95M PC
6256,"Unobtanium
UNO
Buy",$6.74,0.08%,31.04%,7.43%,--,"$14
2.10 UNO",--
6257,"AlgoGems
GEMS
Buy",$0.007501,0.01%,0.01%,5.67%,"$75,016","$19
2.52K GEMS",10M GEMS
6258,"Equalizer DEX
EQUAL
Buy",$0.09064,0.00%,0.28%,15.16%,--,"$19
190.56 EQUAL",--
6259,"Criptodólar
UXD
Buy",$0.9800,0.00%,0.00%,7.74%,"$2,691,623","$19
20.00 UXD",2.89M UXD
6260,"Oath
OATH
Buy",$0.0009536,0.06%,12.22%,31.44%,"$163,455","$18
19.22K OATH",171.4M OATH
6261,"Liquid ASTR
NASTR
Buy",$0.03030,0.15%,1.91%,2.31%,"$9,450,066","$19
595.38 NASTR",303.14M NASTR
6262,"Family
FAM
Buy",$0.00006295,0.00%,2.18%,7.55%,"$64,242","$18
282.40K FAM",998.19M FAM
6263,"Prostarter
PROT
Buy",$0.003540,0.00%,0.01%,0.04%,"$18,412","$18
5.09K PROT",5.2M PROT
6264,"Stables Labs (USDX)
USDX
Buy",$1.00,0.01%,0.20%,0.23%,"$180,690,413","$18,683
18.70K USDX",180.92M USDX
6265,"Cryptyk Token
CTK
Buy",$0.0002180,0.00%,0.44%,3.92%,--,"$18
82.04K CTK",--
6266,"Green Climate World
WGC
Buy",$0.07471,0.00%,0.01%,15.33%,"$802,151","$17
233.52 WGC",10.73M WGC
6267,"BONKLANA
BOK
Buy",$0.0001606,3.20%,2.80%,5.49%,"$67,601","$17
108.44K BOK",420.69M BOK
6268,"WHITEX
WHX
Buy",$0.0001600,0.00%,77.07%,98.84%,--,"$17
108.86K WHX",0 WHX
6269,"Kephi Gallery
KPHI
Buy",$0.0004871,0.00%,0.01%,0.04%,"$24,355","$17
35.37K KPHI",50M KPHI
6270,"Safuu 2.0
SAFUU
Buy",$0.1425,1.06%,0.17%,3.00%,"$15,101","$72
473.53 SAFUU",100K SAFUU
6271,"RatCoin
RAT
Buy",$0.053125,0.00%,139.15%,53.75%,"$18,043","$30
6.69M RAT",4.01B RAT
6272,"BNSD Finance
BNSD
Buy",$0.0001930,4.66%,140.70%,67.95%,--,"$97
1.86M BNSD",--
6273,"Metarix
MTRX
Buy",$0.0003910,0.01%,0.01%,35.67%,"$410,638","$17
42.36K MTRX",1.05B MTRX
6274,"X AI
X
Buy",$0.093733,0.00%,3.00%,4.76%,"$19,230","$16
42.31B X",50T X
6275,"Aerovek Aviation
AERO
Buy",$0.00009103,0.45%,2.79%,40.17%,$992,"$16
175.97K AERO",10.9M AERO
6276,"HoldOn4DearLife
HODL
Buy",$0.00001276,0.00%,0.00%,11.82%,"$12,792","$15
1.17M HODL",1B HODL
6277,"Zoomer Coin
ZOOMER
Buy",$0.00001021,0.62%,2.47%,5.73%,"$765,091","$15
1.35M ZOOMER",69B ZOOMER
6278,"Sol Beats
BEATS
Buy",$0.0003409,0.00%,18.81%,8.83%,$221,"$15
52.88K BEATS",798.02K BEATS
6279,"DogeCash
DOGEC
Buy",$0.001997,0.06%,24.25%,36.57%,--,"$0
99.25 DOGEC",0 DOGEC
6280,"Social Swap Token
SST
Buy",$0.0002512,0.01%,0.01%,0.44%,"$86,061","$15
58.10K SST",342.52M SST
6281,"All Crypto Mechanics
ACM
Buy",$0.1500,0.02%,0.66%,2.58%,"$349,016,496","$77
522.20 ACM",2.37B ACM
6282,"EYES Protocol
EYES
Buy",$0.0001079,0.05%,0.80%,0.78%,"$538,890","$15
135.09K EYES",5B EYES
6283,"Doge Grok
DOGEGROK
Buy",$0.0132947,0.00%,21.94%,29.84%,"$7,308","$15
833.56T DOGEGROK",420P DOGEGROK
6284,"Dinosaureggs
DSG
Buy",$0.0002292,0.00%,0.81%,2.00%,--,"$14
62.24K DSG",--
6285,"Intexcoin
INTX
Buy",$0.057747,0.04%,0.62%,27.36%,--,"$14
1.85M INTX",0 INTX
6286,"BIT GAME VERSE TOKEN
BGVT
Buy",$0.00001550,0.01%,21.33%,0.04%,"$501,425","$14
888.79K BGVT",31.2B BGVT
6287,"Solana Shib
SSHIB
Buy",$0.081011,0.00%,2.56%,7.44%,"$95,652","$14
13.73B SSHIB",93.67T SSHIB
6288,"Pepe AI (BSC)
PEPEAI
Buy",$0.082362,0.00%,9.79%,20.08%,"$122,260","$14
5.96B PEPEAI",52.05T PEPEAI
6289,"Kaichain
KEC
Buy",$0.008634,0.00%,3.75%,20.59%,"$310,002","$14
1.35K KEC",30M KEC
6290,"CATLOKI
CLOKI
Buy",$0.00004497,0.00%,2.15%,3.53%,"$46,046","$14
302.58K CLOKI",1B CLOKI
6291,"Enzyme
ENZYME
Buy",$0.0121351,3.42%,1.46%,6.65%,"$6,181","$63
430.54T ENZYME",42.06P ENZYME
6292,"BabyChita
BCT
Buy",$0.00001078,0.01%,8.99%,4.97%,"$96,921","$285
29.44M BCT",10B BCT
6293,"KENKA METAVERSE
KENKA
Buy",$0.083392,0.00%,3.56%,12.92%,$172,"$14
3.66B KENKA",46.49B KENKA
6294,"GENZ Token
GENZ
Buy",$0.0002049,0.42%,2.07%,8.77%,--,"$55
266.67K GENZ",--
6295,"Guapcoin
GUAP
Buy",$0.0005294,0.05%,69.94%,27.71%,--,"$161
224.51K GUAP",--
6296,"Agave
AGVE
Buy",$34.93,1.58%,0.76%,2.79%,"$1,012,349","$15
0.4217 AGVE",27.79K AGVE
6297,"MagnetGold
MTG
Buy",$0.02786,0.00%,15.87%,5.24%,"$7,716,168","$6
201.02 MTG",272.6M MTG
6298,"Memes Make It Possible
MMIP
Buy",$0.00005134,0.00%,1.06%,14.52%,"$53,852","$13
235.87K MMIP",999.99M MMIP
6299,"Energy8
E8
Buy",$0.083834,0.00%,2.81%,19.07%,"$147,129","$12
2.96B E8",35T E8
6300,"SPINDLE
SPD
Buy",$0.00001291,0.79%,1.37%,5.82%,--,"$12
883.12K SPD",--
6301,"Microtuber
MCT
Buy",$0.0002925,0.00%,0.01%,0.26%,"$2,282,325","$7
24.38K MCT",7.8B MCT
6302,"KPOP
KPOP
Buy",$0.00002036,0.00%,54.13%,57.30%,"$157,867","$7
345.85K KPOP",7.75B KPOP
6303,"SANGKARA MISA
MISA
Buy",$0.079702,0.02%,21.24%,21.31%,"$2,079","$7
72.16M MISA",21.43B MISA
6304,"Ducato Finance Token
DUCATO
Buy",$0.0009002,0.02%,28.57%,275.18%,"$7,672","$7
7.77K DUCATO",8.52M DUCATO
6305,"AndUsChain
DEB
Buy",$0.005681,0.02%,14.58%,24.10%,"$3,204,292","$7
1.21K DEB",564M DEB
6306,"Perry The BNB
PERRY
Buy",$0.0104142,0.54%,3.30%,7.30%,"$5,228","$7
161.95B PERRY",126.2T PERRY
6307,"Frox
FROX
Buy",$0.00001316,0.00%,10.95%,56.11%,"$13,164","$7
496.83K FROX",999.99M FROX
6308,"MEDITOC
MDTI
Buy",$0.001500,36.39%,36.37%,91.12%,"$1,575,479","$6
4.30K MDTI",1.05B MDTI
6309,"Prometheum Prodigy
PMPY
Buy",$0.00005601,0.02%,0.00%,32.50%,"$28,722","$6
115.25K PMPY",512.76M PMPY
6310,"Bancor Governance Token
VBNT
Buy",$0.3846,0.08%,4.08%,0.25%,--,"$6
16.71 VBNT",--
6311,"Terracoin
TRC
Buy",$0.01348,0.13%,0.76%,1.03%,"$467,330","$2
152.94 TRC",34.86M TRC
6312,"Agave
AGVE
Buy",$34.93,1.58%,0.76%,2.79%,"$976,008","$15
0.4377 AGVE",27.79K AGVE
6313,"XRP 2.0
XRP 2.0
Buy",$0.0126787,0.00%,4.51%,4.66%,"$263,186","$6
9.89T XRP 2.0",420P XRP 2.0
6314,"Sense4FIT
SFIT
Buy",$0.0002006,0.51%,1.61%,6.76%,--,"$4
18.74K SFIT",0 SFIT
6315,"DragonKing
DRAGONKING
Buy",$0.089198,0.37%,2.37%,3.88%,"$122,058","$6
650.60M DRAGONKING",13.27T DRAGONKING
6316,"MagnetGold
MTG
Buy",$0.02786,0.00%,15.87%,5.24%,"$7,010,076","$6
221.27 MTG",272.6M MTG
6317,"Bit Hotel
BTH
Buy",$0.0001766,0.00%,6.07%,0.83%,"$147,678","$6
34.45K BTH",886.98M BTH
6318,"TDAN
TDAN
Buy",$0.1331,0.00%,0.42%,2.99%,"$9,555","$6
42.96 TDAN",72.04K TDAN
6319,"X AI
X
Buy",$0.093733,0.00%,2.99%,4.74%,"$19,184","$6
14.70B X",50T X
6320,"Umi Digital
UMI
Buy",$0.064541,1.34%,6.55%,16.54%,--,"$2
5.06M UMI",0 UMI
6321,"Safu & Kek Gigafundz 888
SKG888
Buy",$0.00002014,0.00%,0.95%,13.29%,"$17,724","$5
271.26K SKG888",879.99M SKG888
6322,"MiraQle
MQL
Buy",$0.051690,0.02%,0.00%,17.92%,$321,"$5
3.20M MQL",190M MQL
6323,"WYZth
WYZ
Buy",$0.0004000,0.01%,0.01%,0.05%,"$25,245","$5
13.37K WYZ",63.09M WYZ
6324,"Lumenswap
LSP
Buy",$0.001500,0.01%,0.02%,0.06%,"$450,867","$5
3.45K LSP",300.54M LSP
6325,"Lox Network
LOX
Buy",$0.0001044,0.02%,4.29%,12.23%,--,"$5
49.48K LOX",0 LOX
6326,"SWIM - Spread Wisdom
SWIM
Buy",$0.053720,0.02%,0.00%,0.05%,"$3,349","$5
1.34M SWIM",900M SWIM
6327,"MetaVerse-M
M
Buy",$0.0009255,0.30%,2.30%,89.55%,"$9,025","$5
5.40K M",9.75M M
6328,"Pepa Inu
PEPA
Buy",$0.0127733,0.52%,4.82%,4.55%,"$122,187","$5
6.39T PEPA",158P PEPA
6329,"Mother of memes (SOL)
MOM
Buy",$0.0115231,0.02%,0.00%,52.21%,$0,"$5
911.42B MOM",4.2B MOM
6330,"Aspirin
ASPIRIN
Buy",$0.0121810,1.07%,2.07%,2.34%,"$7,618","$5
25.91T ASPIRIN",42.06P ASPIRIN
6331,"Cryptyk Token
CTK
Buy",$0.0002410,0.01%,0.02%,0.90%,--,"$5
19.28K CTK",--
6332,"RAGSCOIN2.0
RAGS
Buy",$0.003389,0.49%,0.25%,5.26%,"$176,407","$98
28.78K RAGS",52M RAGS
6333,"Bob LION Inu
BNBLION
Buy",$0.0192976,0.78%,0.78%,0.78%,$0,"$494
16,741.53E BNBLION",100B BNBLION
6334,"DKEY BANK
DKEY
Buy",$0.009614,0.00%,0.40%,10.64%,"$353,846","$4
423.93 DKEY",36.94M DKEY
6335,"SoMee.Social
SOMEE
Buy",$0.0002000,0.01%,0.02%,0.06%,"$18,364","$4
20.19K SOMEE",91.79M SOMEE
6336,"RealLink
REAL
Buy",$0.005430,0.01%,2.85%,26.58%,"$3,087,257","$6
1.04K REAL",552.14M REAL
6337,"Leper
LEPER
Buy",$0.00003957,0.00%,1.10%,20.13%,"$34,728","$4
102.86K LEPER",893.1M LEPER
6338,"Enecuum
ENQ
Buy",$0.0003990,0.01%,17.03%,33.08%,--,"$4
9.99K ENQ",0 ENQ
6339,"Catena
CMCX
Buy",$0.00001580,0.01%,0.02%,2.66%,"$94,823","$4
251.20K CMCX",6B CMCX
6340,"POP Network Token
POP
Buy",$0.054870,0.01%,0.22%,43.92%,"$7,778","$11
2.33M POP",1.6B POP
6341,"Apin Pulse
APC
Buy",$0.053227,0.00%,5.47%,4.04%,--,"$4
1.16M APC",0 APC
6342,"MDsquare
TMED
Buy",$0.056851,0.01%,0.02%,0.06%,--,"$4
541.47K TMED",--
6343,"Synergy
SNRG
Buy",$0.01556,0.13%,64.01%,64.01%,"$75,741","$4
235.37 SNRG",4.89M SNRG
6344,"Scream
SCREAM
Buy",$0.1616,0.00%,0.59%,12.12%,"$22,863","$3
20.79 SCREAM",144.44K SCREAM
6345,"Cyberpunk City
CYBER
Buy",$0.002933,0.51%,1.22%,17.52%,"$107,440","$16
5.74K CYBER",37.5M CYBER
6346,"RoaringPepe
RPEPE
Buy",$0.00003076,0.00%,2.25%,2.42%,"$30,052","$3
100.09K RPEPE",999.71M RPEPE
6347,"Yearn Classic Finance
EARN
Buy",$0.003000,0.01%,0.02%,0.06%,--,"$3
999.75 EARN",--
6348,"MotoGP Fan Token
MGPT
Buy",$0.003530,0.01%,0.02%,24.85%,"$83,328","$3
849.65 MGPT",23.6M MGPT
6349,"Vanguard S&P 500 ETF Tokenized Stock Defichain
DVOO
Buy",$26.85,0.14%,12.81%,10.02%,--,"$3
0.1143 DVOO",--
6350,"Replay
RPLAY
Buy",$0.0002899,0.12%,3.77%,22.07%,"$181,872","$3
9.67K RPLAY",635.01M RPLAY
6351,"Vendit
VNDT
Buy",$0.0008600,0.01%,0.02%,0.06%,--,"$3
3.12K VNDT",--
6352,"Nexus
NXS
Buy",$0.02488,0.01%,13.12%,18.17%,"$1,904,100","$3
107.26 NXS",76.49M NXS
6353,"DogeCash
DOGEC
Buy",$0.001997,0.08%,24.24%,36.63%,--,"$0
103.12 DOGEC",0 DOGEC
6354,"SIRIN LABS Token
SRN
Buy",$0.0002019,0.57%,1.67%,5.61%,--,"$3
13.49K SRN",--
6355,"Mineable
MNB
Buy",$0.00006501,0.01%,16.65%,54.86%,"$38,551","$3
39.37K MNB",592.95M MNB
6356,"CaliCoin
CALI
Buy",$0.002620,0.01%,0.02%,0.06%,--,"$3
976.86 CALI",0 CALI
6357,"Pundi X (Old)
NPXS
Buy",$0.00009216,0.57%,2.32%,5.02%,--,"$3
28.25K NPXS",0 NPXS
6358,"Saturna
SAT
Buy",$0.099121,0.01%,0.02%,20.07%,--,"$13
14.20B SAT",0 SAT
6359,"GEMSTON
GEMSTON
Buy",$0.1499,0.01%,1.72%,3.21%,--,"$2
15.78 GEMSTON",--
6360,"Dither AI
DITH
Buy",$0.009830,0.00%,2.32%,6.15%,"$971,588","$0.95
97.77 DITH",99.99M DITH
6361,"GenomeFi
GENO
Buy",$0.01157,0.00%,90.96%,135.55%,"$463,148","$2
200.36 GENO",40M GENO
6362,"Crosschain IOTX
CIOTX
Buy",$0.02097,0.65%,2.54%,2.76%,--,"$1
70.66 CIOTX",0 CIOTX
6363,"Krogan
KRO
Buy",$0.0002042,0.00%,0.00%,0.22%,"$10,212","$2
10.75K KRO",50M KRO
6364,"BetDuel.ai
DUEL
Buy",$0.00001175,0.00%,1.16%,6.32%,"$11,757","$2
183.90K DUEL",999.99M DUEL
6365,"Golden Magfi
GMFI
Buy",$0.0007111,0.00%,0.01%,26.20%,"$43,661","$2
2.94K GMFI",61.38M GMFI
6366,"Teritori
TORI
Buy",$0.001167,0.00%,2.04%,26.69%,--,"$2
1.81K TORI",0 TORI
6367,"BASEDChad
BASED
Buy",$0.00007917,0.00%,1.17%,4.22%,"$63,333","$2
25.66K BASED",809.19M BASED
6368,"CATCOIN
CATS
Buy",$0.094370,0.29%,0.52%,1.93%,"$427,689","$49
113.00B CATS",987.56T CATS
6369,"Strite
STRI
Buy",$0.01400,0.01%,0.02%,5.41%,--,"$2
134.96 STRI",0 STRI
6370,"WYscale
WYS
Buy",$0.001000,0.01%,0.01%,0.05%,"$6,668","$2
1.87K WYS",6.66M WYS
6371,"Amon
AMN
Buy",$0.053593,0.57%,1.67%,5.61%,--,"$2
546.53K AMN",--
6372,"JOKER
JOKER
Buy",$0.0144233,0.00%,135.75%,76.27%,$108,"$2
7.19P JOKER",420P JOKER
6373,"CryptoBlades Kingdoms
KING
Buy",$0.00008248,0.00%,0.27%,6.47%,"$26,396","$2
22.48K KING",320M KING
6374,"LakeViewMeta
LVM
Buy",$0.0001185,0.02%,0.81%,2.38%,"$109,154","$2
20.43K LVM",929.48M LVM
6375,"MoonLift Capital
MLTPX
Buy",$0.063770,17.50%,17.49%,0.06%,"$33,279","$12
26.79M MLTPX",72.8B MLTPX
6376,"MILO Project
MILO
Buy",$0.004731,0.00%,0.00%,0.07%,"$138,003","$1
312.79 MILO",29.16M MILO
6377,"SmartFi
SMTF
Buy",$0.02990,0.01%,0.02%,0.06%,--,"$1
49.15 SMTF",0 SMTF
6378,"GoldMint
MNTP
Buy",$0.02697,0.13%,23.83%,23.83%,"$51,333","$1
54.46 MNTP",1.91M MNTP
6379,"ROMCOIN
ROM
Buy",$0.0008000,0.00%,0.00%,33.30%,$800,"$1
1.79K ROM",1M ROM
6380,"VectorChat.ai
CHAT
Buy",$0.05540,0.01%,2.84%,0.14%,"$4,142,731","$8,048
145.69K CHAT",75M CHAT
6381,"Online Cold Wallet
OCW
Buy",$0.006616,0.01%,0.02%,10.34%,"$4,143","$1
207.05 OCW",626.12K OCW
6382,"Pollchain
POLL
Buy",$0.001350,0.00%,0.00%,0.76%,"$731,017","$1
999.37 POLL",541.15M POLL
6383,"Aureus Nummus Gold
ANG
Buy",$0.0002020,0.01%,0.02%,0.06%,"$11,123,284,709","$1
6.48K ANG",55.05T ANG
6384,"CryptoBharatCoin
CBC
Buy",$0.04700,0.01%,0.02%,34.75%,--,"$1
27.65 CBC",--
6385,"CAT (SOL)
CAT
Buy",$0.0002017,1.56%,1.66%,2.59%,"$156,178","$1
8.16K CAT",1B CAT
6386,"Zamzam Token
ZAMZAM
Buy",$0.062500,0.01%,0.02%,21.83%,"$1,250","$1
4.91M ZAMZAM",5B ZAMZAM
6387,"Parallel
PAR
Buy",$2.30,0.01%,0.36%,0.06%,--,"$1
0.4745 PAR",--
6388,"Skillchain
SKI
Buy",$0.004790,0.01%,0.02%,230.55%,--,"$1
250.46 SKI",0 SKI
6389,"SmartLOX
SMARTLOX
Buy",$0.00005500,0.01%,0.02%,71.98%,--,"$1
21.63K SMARTLOX",0 SMARTLOX
6390,"Gecko Coin
GECKO
Buy",$0.069995,0.00%,2.45%,43.91%,"$61,567","$1
1.16M GECKO",62.57B GECKO
6391,"Simpson Trump
TRUMP
Buy",$0.0135400,0.01%,8.01%,12.57%,"$21,005","$27
542.26T TRUMP",420P TRUMP
6392,"YFIONE
YFO
Buy",$0.7543,0.00%,0.04%,11.14%,"$27,910","$1
1.47 YFO",37K YFO
6393,"Tomb
TOMB
Buy",$0.004110,0.19%,0.03%,15.06%,"$1,221,367","$4
915.90 TOMB",306.48M TOMB
6394,"gotEM
GOTEM
Buy",$0.056851,0.01%,0.02%,0.06%,$49,"$1
160.56K GOTEM",7.22M GOTEM
6395,"Surf Live
SURF
Buy",$0.02130,0.01%,0.02%,9.86%,--,"$1
51.63 SURF",0 SURF
6396,"ARbit
ARB
Buy",$0.001037,0.13%,0.77%,47.86%,--,"$1
1.03K ARB",--
6397,"NitroEX
NTX
Buy",$0.00002180,0.01%,0.02%,0.06%,"$76,318","$1
48.15K NTX",3.5B NTX
6398,"Xank
XANK
Buy",$0.0003010,0.01%,0.02%,11.42%,--,"$1
3.48K XANK",0 XANK
6399,"Keeps Coin
KVERSE
Buy",$0.059001,0.01%,0.02%,34.41%,--,"$1
112.19K KVERSE",0 KVERSE
6400,"United Africa Shilling
UAS
Buy",$0.064000,0.01%,0.01%,0.05%,"$7,381","$1
2.49M UAS",18.44B UAS
6401,"Saturna
SAT
Buy",$0.099121,0.01%,0.02%,20.07%,--,"$13
14.20B SAT",0 SAT
6402,"Swing
SWING
Buy",$0.01659,0.13%,0.77%,0.22%,--,"$8
536.02 SWING",--
6403,"D.O.G.E.
D.O.G.E.
Buy",$0.0122836,0.32%,0.05%,3.14%,"$11,932","$2
8.33T D.O.G.E.",42.06P D.O.G.E.
6404,"XTblock
XTT-B20
Buy",$0.0001399,0.04%,0.47%,7.73%,"$23,345","$0
426.32 XTT-B20",165.87M XTT-B20
6405,"TetherTV
USDTV
Buy",$0.0001135,102.12%,211.40%,13.04%,"$1,136","$2
19.84K USDTV",10M USDTV
6406,"WallStreetBets DApp
WSB
Buy",$0.0001967,0.00%,0.17%,2.38%,--,"$2
11.44K WSB",0 WSB
6407,"DOGITA
DOGA
Buy",$0.065589,0.00%,4.62%,1.94%,"$51,280","$2
3.65M DOGA",91.73B DOGA
6408,"Amon
AMN
Buy",$0.053731,0.47%,0.34%,0.69%,--,"$2
538.36K AMN",--
6409,"I LOVE SNOOPY
LOVESNOOPY
Buy",$0.093900,0.00%,18.19%,25.84%,"$94,062","$2
5.12B LOVESNOOPY",241.15T LOVESNOOPY
6410,"Coin Prediction Tool On Base
CPXTB
Buy",$0.002614,1.11%,0.45%,6.94%,"$1,307,387,261,495","$2
752.04 CPXTB",500T CPXTB
6411,"PIM
PIM
Buy",$0.00002498,1.13%,1.64%,1.29%,"$18,656","$2
77.23K PIM",746.73M PIM
6412,"Strite
STRI
Buy",$0.01400,0.01%,0.02%,5.41%,--,"$2
134.97 STRI",0 STRI
6413,"Ixcoin
IXC
Buy",$0.08495,0.01%,6.29%,8.41%,--,"$2
21.95 IXC",--
6414,"Infiblue World
MONIE
Buy",$0.03881,3.71%,3.73%,2.86%,"$646,239","$2
47.60 MONIE",16.64M MONIE
6415,"Purrcoin
PURR
Buy",$0.00005086,4.30%,1.43%,15.64%,"$50,861","$2
33.68K PURR",1B PURR
6416,"SmartHoldem
STH
Buy",$0.001994,0.33%,0.42%,6.06%,--,"$23,799
12.64M STH",0 STH
6417,"Pepe Grow
$PG
Buy",$0.0116627,0.00%,0.95%,1.61%,$147,"$2
235.40B $PG",22.06T $PG
6418,"TSUBASA UT on Polygon
TSUBASAUT
Buy",$0.02074,0.00%,1.64%,9.66%,"$70,720","$2
69.99 TSUBASAUT",3.3M TSUBASAUT
6419,"MILO Project
MILO
Buy",$0.004731,0.00%,0.00%,0.07%,"$138,162","$1
312.43 MILO",29.16M MILO
6420,"Moshi
MOSHI
Buy",$0.058671,0.00%,1.52%,1.71%,"$9,018","$1
163.41K MOSHI",999.99M MOSHI
6421,"SmartFi
SMTF
Buy",$0.02990,0.01%,0.02%,0.06%,--,"$1
49.15 SMTF",0 SMTF
6422,"LeisurePay
LPY
Buy",$0.003000,0.01%,0.02%,22.03%,"$19,639,229","$13
3.32K LPY",5.1B LPY
6423,"Made in America
MIA
Buy",$0.0001032,1.14%,3.17%,22.50%,"$112,871","$1,144
10.13M MIA",1B MIA
6424,"Pollchain
POLL
Buy",$0.001350,0.00%,0.00%,0.76%,"$731,858","$1
998.22 POLL",541.15M POLL
6425,"Aureus Nummus Gold
ANG
Buy",$0.0002020,0.01%,0.02%,0.06%,"$11,123,000,125","$1
6.48K ANG",55.05T ANG
6426,"CryptoBharatCoin
CBC
Buy",$0.04700,0.01%,0.02%,34.75%,--,"$1
27.65 CBC",--
6427,"Sphynx Labs
SPHYNX
Buy",$0.001060,0.89%,0.12%,1.95%,"$1,590,330","$1
1.21K SPHYNX",1.5B SPHYNX
6428,"Online Cold Wallet
OCW
Buy",$0.006616,0.01%,0.02%,10.34%,"$3,757","$1
228.32 OCW",626.12K OCW
6429,"NanoMeter Bitcoin
NMBTC
Buy",$0.072762,0.56%,1.38%,0.16%,"$125,761","$1
46.07M NMBTC",4.55T NMBTC
6430,"Daily COP
DLYCOP
Buy",$0.073425,0.00%,2.06%,19.09%,--,"$1
32.23M DLYCOP",--
6431,"Zamzam Token
ZAMZAM
Buy",$0.062500,0.01%,0.02%,21.83%,"$1,250","$1
4.91M ZAMZAM",5B ZAMZAM
6432,"Skillchain
SKI
Buy",$0.004790,0.01%,0.02%,230.55%,--,"$1
250.46 SKI",0 SKI
6433,"POP Network Token
POP
Buy",$0.054870,0.01%,0.22%,43.92%,"$13,683","$11
1.32M POP",1.6B POP
6434,"Whole Earth Coin
WEC
Buy",$0.0007851,0.01%,10.80%,75.52%,"$86,116","$9
7.56K WEC",75.08M WEC
6435,"GreenZoneX
GZX
Buy",$0.00005131,0.00%,0.01%,0.04%,"$19,592","$1
23.39K GZX",381.83M GZX
6436,"SmartLOX
SMARTLOX
Buy",$0.00005500,0.01%,0.02%,71.98%,--,"$1
21.63K SMARTLOX",0 SMARTLOX
6437,"Musk Metaverse
METAMUSK
Buy",$0.093564,0.05%,2.00%,7.11%,"$166,658","$15
45.24B METAMUSK",499.99T METAMUSK
6438,"Freicoin
FRC
Buy",$0.02074,0.00%,0.00%,23.71%,--,"$1
53.51 FRC",--
6439,"gotEM
GOTEM
Buy",$0.056851,0.01%,0.02%,0.06%,$50,"$1
160.54K GOTEM",7.22M GOTEM
6440,"Surf Live
SURF
Buy",$0.02130,0.01%,0.02%,9.86%,--,"$1
51.63 SURF",0 SURF
6441,"Parallel
PAR
Buy",$2.30,0.01%,0.36%,0.06%,--,"$1
0.4763 PAR",--
6442,"SANGKARA MISA
MISA
Buy",$0.079701,0.01%,0.02%,21.33%,"$1,715","$7
87.48M MISA",21.43B MISA
6443,"Plata Network
PLATA
Buy",$0.0001197,0.51%,1.43%,6.18%,"$61,816","$4
36.63K PLATA",510M PLATA
6444,"Wagmi Coin
WAGMI
Buy",$0.093145,1.73%,3.70%,6.93%,$0,"$60
182.89B WAGMI",456.2M WAGMI
6445,"Mineable
MNB
Buy",$0.00006501,0.01%,16.65%,54.86%,"$46,260","$3
32.81K MNB",592.95M MNB
6446,"MAIN
MAIN
Buy",$0.00001752,0.00%,0.12%,15.96%,"$2,709","$1
59.35K MAIN",152.44M MAIN
